FUSSGAENGE,EINBAHN,RADSTREIFE,ONEWAY_FT,ONEWAY_TF,HOEHE_ANFA,HOEHE_ENDE,RADWEG,LOKALISATI,VELOWEGE_M,SHAPE_Leng,ID
1,FT,0,0,1,419.48415100000,428.81881300000,FT,Kornhausstrasse Trottoir rechts,0,148.34904231700,253
1,0,0,0,0,408.99656750000,409.10836950000,BOTH,Bellerivestrasse Trottoir rechts,0,9.41533003326,254
1,0,0,0,0,437.65618733000,438.06786450000,BOTH,Am Katzenbach 190,1,161.51233874700,255
1,0,0,0,0,407.93637828000,407.93365825000,BOTH,Utoquai 85,1,17.63970626130,256
0,0,0,0,0,574.03349105000,575.64584300000,FT,Birmensdorferstrasse 220,0,31.66224789160,257
1,FT,0,0,1,453.07260369000,451.69072160000,FT,Wehntalerstrasse Trottoir rechts,0,69.72440961060,258
1,0,0,0,0,407.93365825000,407.95952967000,BOTH,Utoquai 100,1,57.63735919380,259
1,0,0,0,0,413.20435000000,412.09658343000,BOTH,Selnaustrasse Trottoir links,0,100.37708805400,260
1,0,0,0,0,396.01096275000,395.99458117000,BOTH,Fischerweg,2,45.26560218470,261
1,0,0,0,0,407.71323750000,406.07980525000,BOTH,Seefeldquai Seepromenade 10,1,118.28794898900,262
1,0,0,0,0,437.95151400000,439.23518011000,BOTH,Am Katzenbach / BÃ¤renbohlstrasse 10,0,100.76873621400,263
1,0,0,0,0,495.58650429000,496.67722636000,BOTH,Strickhofstrasse,1,13.87146778280,264
1,0,0,0,0,407.04825160000,406.56730061000,BOTH,Platzpromenade 443,2,24.00488313410,265
1,0,0,0,0,441.01505304000,439.32753575000,BOTH,BÃ¼siseeweg 5,1,182.13281543100,266
1,0,0,0,0,406.20577181000,405.57298358000,BOTH,Platzpromenade 50,2,33.19985818580,267
1,0,0,0,0,407.74578675000,407.47927176000,BOTH,Seefeldquai Seepromenade 190,1,46.26683997520,268
1,0,0,0,0,408.29623165000,408.35912575000,FT,Mythenquai Trottoir rechts,0,131.78706606600,269
1,0,0,0,0,413.24714225000,409.86939200000,BOTH,StauffacherbrÃ¼cke Trottoir links,0,52.49243409020,270
1,0,0,0,0,408.08437667000,408.64802400000,BOTH,Gessnerallee Ãœberquerung 40,0,16.66332236820,271
1,0,0,0,0,408.65976633000,408.88398990000,BOTH,RÃ¶hrenweg,1,28.31595815740,272
0,0,0,0,0,427.15810150000,426.77732167000,BOTH,SchÃ¤renmoosstrasse,1,20.23448970150,273
1,0,0,0,0,407.47927176000,407.49183650000,BOTH,Seefeldquai Seepromenade 210,1,100.30280681000,274
1,FT,0,0,1,420.79672640000,423.10319890000,FT,Rousseaustrasse Trottoir rechts,0,54.25605024450,275
1,TF,0,1,0,417.18591700000,418.17573427000,FT,Seestrasse Trottoir links,0,51.89485996680,276
0,0,0,0,0,452.74164123000,452.61502732000,BOTH,Hauriweg,0,7.53727389886,277
1,FT,0,0,1,404.64514459000,404.78179210000,FT,Badenerstrasse Trottoir rechts,0,36.66580582840,278
1,TF,0,1,0,426.77732167000,427.15153177000,TF,Thurgauerstrasse Trottoir links,0,73.00864528540,279
1,0,0,0,0,418.53757000000,417.63828800000,BOTH,Sihlpromenade,1,52.16570129300,280
1,0,0,0,0,445.19853409000,440.76994381000,BOTH,BÃ¤renbohlstrasse Trottoir rechts,0,125.51080043300,281
1,TF,0,1,0,405.76805064000,404.85424300000,TF,Badenerstrasse Trottoir links,0,127.82433860900,282
0,TF,0,1,0,400.52231466000,398.97128500000,TF,EuropabrÃ¼cke Trottoir links,1,22.88287769780,283
1,0,0,0,0,408.65976633000,408.69232250000,BOTH,Kloster-Fahr-Weg,1,192.35497567500,284
0,0,0,0,0,581.82582563000,585.04687200000,TF,Birmensdorferstrasse,3,278.74946009100,285
1,0,0,0,0,483.49097564000,483.04215203000,BOTH,Winterthurerstrasse 50,2,51.10959308820,286
1,0,0,0,0,406.17379000000,407.63504119000,BOTH,Langstrasse Trottoir rechts,1,46.94742146710,287
1,0,0,0,0,426.45835167000,426.81237875000,BOTH,Glattstegweg,2,13.95340374170,288
1,0,0,0,0,438.47574875000,436.85673350000,FT,Frankentalerstrasse Trottoir links,1,24.34485138160,289
1,FT,0,0,1,422.05894530000,421.75435364000,FT,Bahnhof Brunau Trottoir links,1,15.39826460410,290
1,FT,0,0,1,429.97973554000,430.10183254000,FT,Kornhausstrasse Trottoir rechts,0,5.06030849681,291
1,0,0,0,0,404.87667200000,405.50047086000,BOTH,Langstrasse Trottoir links,1,23.81733703570,292
0,0,0,0,0,412.93816113000,412.84658328000,BOTH,Schanzengrabenpromenade,1,13.37715956900,293
1,FT,0,0,1,413.87514800000,414.13192833000,FT,Zurlindenstrasse Ãœberquerung 60,0,3.80574793518,294
0,FT,0,0,1,549.12510300000,549.66136400000,FT,KrÃ¤hbÃ¼hlstrasse Trottoir rechts,0,12.77679974410,295
1,0,0,0,0,407.03909732000,407.15425015000,BOTH,Hardstrasse / HardbrÃ¼cke 10,0,11.30644928400,296
1,FT,0,0,1,410.57893635000,410.47003840000,FT,Seestrasse Trottoir links,0,7.09432294131,297
1,0,0,0,0,412.26288227000,412.56850389000,BOTH,Krematorium Sihlfeld 32,1,93.17865272400,298
0,TF,0,1,0,408.39084100000,409.09189872000,TF,Mythenquai Trottoir links,0,839.36140766400,299
1,0,0,0,0,473.20428250000,471.98500050000,BOTH,Hirschwiesenstrasse 60,1,30.82147286830,300
0,TF,TF,1,0,408.17532517000,408.52375000000,FT,Bellerivestrasse,0,209.69977488000,301
1,TF,0,1,0,427.98507611000,426.48009825000,TF,Thurgauerstrasse Trottoir links,0,136.79647650600,302
1,FT,0,0,1,428.81881300000,428.82460403000,FT,Nordstrasse Ãœberquerung 75,0,6.12024611478,303
1,FT,0,0,1,474.15071300000,474.47656350000,FT,Schaffhauserstrasse Trottoir rechts,0,93.26852177770,304
1,0,0,0,0,407.36317272000,407.15425015000,BOTH,HardbrÃ¼cke Trottoir rechts,0,109.44656952300,305
1,FT,0,0,1,427.90497109000,427.05703556000,FT,Thurgauerstrasse Trottoir rechts,0,115.29325176300,306
1,0,0,0,0,407.67012450000,407.71323750000,BOTH,Utoquai 150,1,63.72174406370,307
0,0,0,0,0,394.86182317000,394.36565384000,BOTH,Bernerstrasse,0,271.92250250200,308
1,0,0,0,0,398.07439080000,398.46494950000,BOTH,Bernerstrasse Nord Trottoir rechts,0,46.98545555570,309
1,0,0,0,0,406.48150950000,407.50702934000,BOTH,Langstrasse Trottoir links,1,23.07450885690,310
1,0,0,0,0,407.60321654000,407.93406512000,BOTH,Bellerivestrasse Trottoir rechts,0,205.55734745400,311
1,0,0,0,0,522.87358920000,518.40217864000,BOTH,Emil-KlÃ¶ti-Strasse / Wolfgang-Pauli-Strasse 10,1,22.53227481140,312
1,TF,0,1,0,407.37371475000,407.32500975000,TF,Badenerstrasse Trottoir links,0,5.95102428413,313
0,FT,0,0,1,479.88413800000,465.92860000000,FT,Winterthurerstrasse,3,352.24658438900,314
1,0,0,0,0,463.55279100000,456.21119350000,BOTH,Butzenstrasse Trottoir links,1,146.04934764800,315
1,0,0,0,0,456.10141563000,455.49878191000,BOTH,Bachmannweg,1,167.61198252600,316
1,0,0,0,0,408.26759409000,408.56910958000,BOTH,ZÃ¼richhorn 190,1,69.33961487830,317
1,0,0,0,0,428.32836593000,428.11995610000,BOTH,Ueberlandstrasse 300,1,146.94408535000,318
0,0,0,0,0,509.67768000000,512.48438071000,BOTH,Im Stelzenacker,1,94.34505627120,319
1,0,0,0,0,413.37409883000,413.20435000000,BOTH,Selnaustrasse Trottoir links,0,9.91444288188,320
1,0,0,0,0,409.66155015000,409.92327188000,BOTH,Park Letzigraben / Badenerstrasse / Brahmstrasse 10,0,67.93795471850,321
1,FT,0,0,1,580.16070233000,581.54068927000,FT,KrÃ¤hbÃ¼hlstrasse Trottoir rechts,0,20.45836624340,322
1,0,0,0,0,407.71424920000,407.83433518000,BOTH,Mythenquai Trottoir links,1,75.40935066130,323
1,FT,0,0,1,561.98985700000,567.43769975000,FT,KrÃ¤hbÃ¼hlstrasse Trottoir rechts,0,75.30991210390,324
1,0,0,0,0,407.08453417000,407.36317272000,BOTH,Hohlstrasse Trottoir rechts,0,58.71803937560,325
1,0,0,0,0,413.62828350000,412.56850389000,BOTH,Krematorium Sihlfeld 130,1,187.11459758400,326
1,TF,0,1,0,413.90172670000,413.81654250000,TF,Birmensdorferstrasse Ãœberquerung 110,0,14.96574737410,327
1,0,0,0,0,417.96697490000,417.99374500000,BOTH,Sihlpromenade,2,35.54206205910,328
1,0,0,0,0,395.31501200000,398.23032667000,BOTH,UnterfÃ¼hrung Nationalstrasse A1H 50,1,26.76509468660,329
1,0,0,0,0,473.20428250000,475.59604712000,BOTH,Hirschwiesenstrasse 50,1,30.50474897480,330
0,0,0,0,0,420.19877266000,420.18735400000,FT,Bederstrasse,3,67.82651403510,331
1,0,0,0,0,407.88293367000,407.93992850000,BOTH,BÃ¼rkliplatz Trottoir links,1,50.19599052620,332
0,0,0,0,0,433.46354400000,433.08252240000,BOTH,Saatlenstrasse Trottoir links,0,120.38055388400,333
0,0,0,0,0,402.59650784000,402.44787868000,BOTH,Pfingstweidstrasse Trottoir rechts,0,10.96307969160,334
1,0,0,0,0,405.38231014000,405.45037025000,BOTH,Platzpromenade 160,2,45.30150225320,335
1,0,0,0,0,407.66326525000,407.93637828000,BOTH,Utoquai Ãœberquerung 65,1,28.69378877910,336
1,FT,0,0,1,413.24979024000,413.19778532000,FT,Selnaustrasse Trottoir rechts,0,11.66319028580,337
1,0,0,0,0,458.35631810000,459.25507025000,BOTH,Furttalstrasse Trottoir rechts,0,100.92142312900,338
1,0,0,0,0,411.80640000000,411.77868333000,BOTH,Hallwylplatz,1,45.67130721210,339
1,0,0,0,0,395.67242222000,395.42260500000,BOTH,Bernerstrasse SÃ¼d Trottoir links,1,67.07945185800,340
0,0,0,0,0,425.77729500000,427.70941778000,TF,Nordstrasse,1,77.97472263920,341
1,0,0,0,0,409.13900900000,408.56146900000,BOTH,BÃ¼rkliplatz Trottoir links,1,38.74851304560,342
1,0,0,0,0,406.76585431000,404.07475850000,BOTH,HardbrÃ¼cke / Hardstrasse 20,0,62.66062188310,343
1,FT,0,0,1,432.65208844000,432.97755507000,FT,Freiestrasse Trottoir rechts,0,183.94810888100,344
1,FT,0,0,1,406.52302000000,407.16352970000,FT,Herdernstrasse Trottoir links,0,89.85240708970,345
1,TF,0,1,0,439.16774700000,439.77414170000,TF,Kornhausstrasse Trottoir links,0,11.30780676010,346
0,0,0,0,0,444.36384235000,452.43851000000,FT,Triemlistrasse,3,154.01986703500,347
1,0,0,0,0,530.81980400000,525.16597500000,BOTH,KappenbÃ¼hlstrasse,1,258.82256320500,348
1,FT,0,0,1,408.20952500000,408.29623165000,FT,Mythenquai Trottoir rechts,0,73.30862430220,349
1,0,0,0,0,427.85757750000,428.64378100000,BOTH,Glattuferweg 700,2,53.40232965790,350
1,0,0,0,0,442.54685945000,442.41546667000,BOTH,Wehntalerstrasse Trottoir rechts,0,37.65895686580,351
1,0,0,0,0,408.91129500000,409.49687483000,BOTH,MilitÃ¤rbrÃ¼cke,1,19.50270783270,352
0,0,0,0,0,439.23518011000,438.93902940000,BOTH,BÃ¤renbohlstrasse Trottoir rechts,0,27.87778701670,353
0,FT,0,0,1,598.17837190000,593.21821781000,TF,Tobelhofstrasse,3,149.39540132700,354
1,0,0,0,0,408.95959800000,409.66534750000,BOTH,Am Schanzengraben,1,26.32432131870,355
1,0,0,0,0,401.67143050000,402.13092500000,BOTH,Fischerweg,2,498.07324293900,356
1,0,0,0,0,429.27993500000,431.40857300000,BOTH,Andreasstrasse / Opfikonstrasse 20,2,340.49669205900,357
1,FT,0,0,1,474.80976915000,474.41186525000,FT,Tram Milchbuck Ãœberquerung 60,2,13.44703864220,358
1,FT,0,0,1,413.03695893000,413.06288905000,FT,Weststrasse Ãœberquerung 75,0,6.54606614278,359
1,FT,0,0,1,407.71770600000,407.62029062000,FT,Badenerstrasse Trottoir rechts,0,101.58746693700,360
0,0,0,0,0,432.65660917000,431.94714257000,BOTH,SchÃ¤renmoosstrasse,1,44.73164838260,361
1,TF,0,1,0,414.00614400000,414.10417553000,TF,Zurlindenstrasse Trottoir links,0,8.19624868074,362
1,FT,0,0,1,404.78179210000,404.54104300000,FT,Badenerstrasse Trottoir rechts,0,97.92686568190,363
0,0,0,0,0,401.88388500000,401.71877061000,BOTH,Gleisbogen,0,21.97285430580,364
0,0,0,0,0,395.26384102000,395.04443962000,BOTH,Verbindung BÃ¤ndlistrasse 10,0,9.41649754182,365
1,FT,0,0,1,404.47613239000,404.25884114000,FT,Badenerstrasse Trottoir rechts,0,12.17030064090,366
1,0,0,0,0,450.60907300000,450.55413500000,BOTH,Frankentalerstrasse Ãœberquerung 40,1,23.70597579690,367
0,0,0,0,0,447.85492885000,447.93790250000,FT,Wartauweg,0,9.01059199731,368
1,0,0,0,0,424.71031575000,427.35653310000,BOTH,Glattparkstrasse Opfikon 550,0,343.11860608300,369
1,0,0,0,0,469.64931400000,470.81561100000,BOTH,Gemeinschaftszentrum Buchegg 50,1,33.85052364900,370
1,0,0,0,0,489.92092000000,490.95936417000,BOTH,Irchelpark 570,2,10.32991333290,371
1,FT,0,0,1,430.93416284000,433.98774554000,FT,Leonhardstrasse Trottoir rechts,0,47.43381890360,372
1,FT,0,0,1,453.44773185000,454.30669075000,FT,Weinbergstrasse Trottoir rechts,0,49.24374116310,373
1,FT,0,0,1,433.96616945000,434.05895850000,FT,Friedrichstrasse Ãœberquerung 20,0,18.08551584400,374
1,0,0,0,0,447.68351972000,447.63580490000,FT,Limmattalstrasse Trottoir rechts,0,10.75860266300,375
0,0,0,0,0,408.65707050000,405.99716500000,BOTH,Am Schanzengraben,1,5.14815242510,376
1,0,0,0,0,425.60046817000,425.18474000000,BOTH,Andreasstrasse,1,19.87335211240,377
1,FT,0,0,1,484.20393981000,508.62271150000,FT,Forchstrasse Trottoir rechts,0,368.66384214200,378
1,0,0,0,0,483.15734100000,487.21892700000,BOTH,Irchelpark 530,2,127.95557199400,379
1,0,0,0,0,431.09738475000,430.94382721000,BOTH,Saatlenstrasse 130,0,136.02492392400,380
0,FT,FT,0,1,440.97632719000,449.00035000000,TF,Birchstrasse,1,53.76073031460,381
1,0,0,0,0,510.84138136000,513.90564641000,FT,Forchstrasse Trottoir rechts,1,45.28388786140,382
1,0,0,0,0,408.36757833000,408.18127467000,BOTH,BÃ¼rkliplatz Trottoir links,1,49.30174302890,383
1,0,0,0,0,417.99374500000,418.53757000000,BOTH,Sihlpromenade,1,40.40708664080,384
0,TF,0,1,0,399.24627559000,399.14275624000,TF,EuropabrÃ¼cke Trottoir links,1,10.04884594270,385
1,0,0,0,0,404.38283800000,400.58766684000,BOTH,Gleisbogen,1,414.38793403400,386
0,0,0,0,0,402.97311306000,403.24141921000,BOTH,Hardstrasse,1,63.77430054420,387
1,TF,0,1,0,407.63504119000,407.95732233000,TF,Lagerstrasse Trottoir rechts,0,134.02196798500,388
0,0,0,0,0,466.03039679000,465.95677795000,BOTH,BrÃ¼hlweg,1,5.25384481315,389
1,0,0,0,0,398.46943480000,398.62543041000,BOTH,Tram Hardhof Trottoir links,1,40.41065580640,390
1,0,0,0,0,403.35339512000,402.82046084000,BOTH,Pfingstweidstrasse Trottoir rechts,0,133.87132834800,391
1,0,0,0,0,415.14446425000,411.33324450000,BOTH,Lux-Guyer-Weg,1,127.07635098200,392
1,0,0,0,0,398.23032667000,397.96683500000,BOTH,Bernerstrasse Nord Trottoir rechts,1,47.62448188160,393
1,0,0,0,0,471.81255300000,471.69344462000,BOTH,Bucheggstrasse Trottoir links,1,23.89450027970,394
1,FT,0,0,1,406.63406684000,406.09332350000,FT,Herdernstrasse Trottoir rechts,0,90.85513068660,395
0,0,0,0,0,449.46170583000,449.06668425000,BOTH,Bus Im Holzerhurd,0,11.36953503110,396
0,FT,0,0,1,400.74779696000,400.47599660000,FT,EuropabrÃ¼cke Trottoir rechts,1,9.27705856200,397
0,FT,0,0,1,406.27651987000,406.11670375000,FT,Badenerstrasse Trottoir rechts,0,18.79022541580,398
1,TF,0,1,0,430.43520939000,430.33395221000,TF,Nordstrasse Trottoir links,0,6.88766194489,399
1,0,0,0,0,404.24513344000,403.47152267000,BOTH,Geroldstrasse Trottoir links,1,146.93675605400,400
1,0,0,0,0,508.62271150000,510.66231450000,FT,Forchstrasse Trottoir rechts,0,32.87421279040,401
1,0,0,0,0,418.45677400000,418.62108750000,BOTH,BÃ¼ttenweg,1,125.17212442600,402
1,0,0,0,0,401.88388500000,402.20561658000,BOTH,Giessereistrasse Ãœberquerung 40,1,17.87359062060,403
1,0,0,0,0,514.39526400000,515.66705100000,FT,Forchstrasse Trottoir rechts,1,32.98183446040,404
1,0,0,0,0,415.14446425000,414.03363407000,BOTH,Lux-Guyer-Weg 110,1,92.83768904930,405
1,0,0,0,0,438.25091650000,439.18637033000,BOTH,DÃ¼bendorfstrasse 230,0,116.20884431500,406
0,0,0,0,0,466.03039679000,466.46122298000,BOTH,Gsteigstrasse Trottoir rechts,0,9.92984251861,407
1,0,0,0,0,422.34829833000,422.46316822000,BOTH,BrunaubrÃ¼cke Trottoir links,0,7.25461996325,408
1,TF,0,1,0,407.80682769000,408.74053867000,BOTH,Utoquai Trottoir rechts,0,38.89621015850,409
1,0,0,0,0,427.68408305000,427.77734856000,BOTH,Winterthurerstrasse Trottoir links,1,15.57927448430,410
0,0,0,0,0,433.25773750000,432.65660917000,BOTH,SchÃ¤renmoosstrasse,1,57.42898058760,411
1,FT,0,0,1,402.37971775000,402.09771350000,BOTH,Pfingstweidstrasse Trottoir rechts,0,79.39907212620,412
1,TF,0,1,0,428.50402425000,427.85686220000,TF,Thurgauerstrasse Trottoir links,0,39.40763938750,413
1,TF,0,1,0,428.68669685000,428.78178841000,TF,Nordstrasse Trottoir links,0,48.92393292230,414
1,0,0,0,0,426.84111667000,426.61123692000,BOTH,Marie-Curie-Platz,1,12.32778770130,415
1,0,0,0,0,425.50011333000,428.41240433000,BOTH,Glattuferweg 600,2,644.65195029400,416
1,0,0,0,0,427.90497109000,427.03205870000,BOTH,Andreasstrasse,1,126.27865591600,417
0,TF,0,1,0,435.74717929000,443.62875583000,FT,Freiestrasse,1,163.79459933100,418
1,0,0,0,0,517.53080800000,515.69803800000,BOTH,Emil-KlÃ¶ti-Strasse (Rad- und Fussweg) 25,1,286.10194972700,419
1,0,0,0,0,410.91653466000,410.91132079000,BOTH,Park Letzigraben / Badenerstrasse / Brahmstrasse 210,0,75.60007871420,420
1,FT,0,0,1,434.63765891000,433.64132278000,FT,Freiestrasse Trottoir rechts,0,119.26785039800,421
1,0,0,0,0,455.03051357000,454.60874000000,BOTH,Kunzweg,1,80.23757386180,422
1,FT,0,0,1,395.26351396000,395.04260985000,FT,Bernerstrasse Trottoir rechts,1,142.88263938300,423
1,0,0,0,0,409.14680432000,408.38527230000,TF,Mythenquai Trottoir links,1,224.88880280500,424
1,0,0,0,0,439.32753575000,437.97185667000,BOTH,BÃ¼siseeweg,1,198.66668003800,425
1,0,0,0,0,398.58862833000,398.64211321000,BOTH,Meierwiesenweg / Bernerstrasse Nord 10,1,112.53267555500,426
1,0,0,0,0,439.18637033000,441.56733014000,BOTH,DÃ¼bendorfstrasse 230,0,53.12236219550,427
1,0,0,0,0,474.74111000000,475.22670625000,FT,Hirschwiesenstrasse 10,2,84.05538082880,428
1,0,0,0,0,417.12644778000,417.96697490000,BOTH,Sihlpromenade,0,196.88487955900,429
1,0,0,0,0,470.81561100000,470.97924350000,BOTH,Gemeinschaftszentrum Buchegg 60,0,25.59563319200,430
1,FT,0,0,1,410.48333289000,410.57893635000,FT,Seestrasse Trottoir rechts,0,6.58868113005,431
1,0,0,0,0,396.13004525000,398.46835225000,BOTH,UnterfÃ¼hrung Nationalstrasse A1H 90,0,28.33257035480,432
1,0,0,0,0,412.07878150000,411.97878309000,BOTH,Selnaustrasse Trottoir rechts,1,67.03189234480,433
1,0,0,0,0,427.68114371000,427.68408305000,BOTH,Ueberlandstrasse 280,1,78.37878651550,434
1,0,0,0,0,519.33794250000,530.81980400000,BOTH,KappenbÃ¼hlstrasse,1,256.77885910700,435
1,0,0,0,0,407.88967500000,409.08706400000,BOTH,NÃ¼schelersteg,1,6.26010535218,436
1,0,0,0,0,460.05244234000,459.72408625000,BOTH,In BÃ¶den,1,78.58142586950,437
0,FT,0,0,1,468.83829708000,469.44340053000,FT,Rothstrasse Trottoir rechts,0,18.96052427980,438
1,0,0,0,0,406.56730061000,406.29457618000,BOTH,Platzpromenade 440,2,18.54677165000,439
0,0,0,0,0,422.46316822000,420.02930600000,BOTH,Kanalstrasse,1,205.55204676000,440
1,0,0,0,0,481.47150897000,481.86284340000,BOTH,Winterthurerstrasse Ãœberquerung 100,2,47.73743953110,441
1,0,0,0,0,451.69072160000,447.66265975000,BOTH,Wehntalerstrasse Trottoir rechts,0,79.46222284740,442
1,0,0,0,0,504.90013900000,513.57495775000,BOTH,Schafmattstrasse / Glaubtenstrasse 135,1,107.57107919700,443
1,TF,0,1,0,426.66362750000,427.67858857000,TF,Allmendstrasse Trottoir links,1,241.43308975000,444
1,0,0,0,0,408.25944217000,408.22215852000,BOTH,Dufourstrasse Ãœberquerung 10,0,9.24344470790,445
1,0,0,0,0,407.28579967000,410.80973000000,BOTH,Schanzengrabenpromenade,1,17.14557220830,446
1,0,0,0,0,427.44604675000,427.37531425000,BOTH,Glattuferweg 680,2,231.82270959200,447
1,0,0,0,0,407.94636100000,408.19368448000,BOTH,Blatterwiese 50,1,52.68354729110,448
1,FT,0,0,1,464.98183521000,465.22881487000,FT,Hofwiesenstrasse Ãœberquerung 30,0,14.52244879280,449
1,0,0,0,0,447.82756646000,447.68351972000,FT,Limmattalstrasse Trottoir rechts,0,39.25908081630,450
1,FT,0,0,1,406.69908100000,402.70984000000,FT,DuttweilerbrÃ¼cke Trottoir rechts,0,108.15098425900,451
1,0,0,0,0,405.21433596000,405.11177456000,BOTH,HardbrÃ¼cke Trottoir rechts,0,5.91964823837,452
1,0,0,0,0,403.49789100000,404.14145830000,BOTH,HardbrÃ¼cke Trottoir links,0,96.25636831630,453
1,FT,0,0,1,474.47656350000,474.80976915000,FT,Schaffhauserstrasse Trottoir rechts,0,24.96467202650,454
1,0,0,0,0,405.32700700000,405.57428960000,BOTH,Platzpromenade 90,2,39.83830476840,455
0,FT,0,0,1,560.63039355000,561.98985700000,FT,KrÃ¤hbÃ¼hlstrasse Trottoir rechts,0,14.83799326150,456
1,FT,0,0,1,405.80198250000,410.71178545000,FT,KornhausbrÃ¼cke Trottoir rechts,0,229.25295790200,457
1,0,0,0,0,411.33325900000,410.70962767000,BOTH,Wasserwerkstrasse Trottoir links,1,8.03910987895,458
1,0,0,0,0,413.94929000000,415.14446425000,BOTH,Lux-Guyer-Weg,1,243.45070583000,459
1,0,0,0,0,407.08453417000,405.50059550000,BOTH,Hohlstrasse 10,0,38.95738246100,460
1,0,0,0,0,399.76881179000,398.33621690000,BOTH,Bernerstrasse Nord Trottoir rechts,1,130.56886270500,461
1,TF,0,1,0,413.57615440000,413.40636071000,TF,Birmensdorferstrasse Trottoir rechts,0,60.55373729600,462
1,FT,0,0,1,418.92922621000,420.79672640000,FT,Rousseaustrasse Trottoir rechts,0,69.12221493550,463
1,0,0,0,0,429.86596000000,429.27993500000,BOTH,Andreasstrasse / Opfikonstrasse 10,2,54.67313911410,464
0,FT,0,0,1,421.91843361000,422.43348100000,FT,Bahnhof Brunau Trottoir links,0,10.10602376850,465
1,0,0,0,0,398.33922312000,395.31501200000,BOTH,UnterfÃ¼hrung Nationalstrasse A1H 40,1,14.01648281720,466
1,0,0,0,0,432.65978000000,432.61568925000,BOTH,Am Katzenbach,1,66.88218555360,467
1,0,0,0,0,487.21892700000,487.58797180000,BOTH,Irchelpark 540,2,13.96187606460,468
1,FT,0,0,1,434.93880571000,437.80639506000,FT,DÃ¼bendorfstrasse 210,0,236.71110293400,469
0,0,0,0,0,402.06769964000,401.71877061000,BOTH,FÃ¶rrlibuckstrasse,0,66.62541653770,470
1,TF,0,1,0,426.48009825000,426.28804449000,TF,Thurgauerstrasse Trottoir links,0,65.26104215910,471
1,TF,0,1,0,430.24932586000,435.52933575000,TF,Kornhausstrasse Trottoir links,0,102.76029284600,472
1,FT,0,0,1,429.82088710000,428.56155750000,FT,Thurgauerstrasse Trottoir rechts,0,85.72107463700,473
0,0,0,0,0,400.50730417000,400.66465206000,BOTH,Bernerstrasse Trottoir rechts,1,34.61850364360,474
0,FT,0,0,1,474.46917407000,474.15071300000,FT,Schaffhauserstrasse Trottoir rechts,0,13.01806808990,475
0,0,0,0,0,396.39872240000,396.25387460000,BOTH,BÃ¤ndliweg Trottoir rechts,0,6.96550398652,476
1,0,0,0,0,519.33794250000,518.92745274000,BOTH,Gsteigstrasse,1,74.19704731940,477
1,0,0,0,0,427.00910388000,426.45835167000,BOTH,Glattuferweg 580,2,297.58527800600,478
1,FT,0,0,1,410.64409398000,410.17954120000,FT,Seestrasse Trottoir links,0,52.81595728930,479
1,0,0,0,0,409.49687483000,409.67960650000,BOTH,MilitÃ¤rbrÃ¼cke,1,60.03744034690,480
1,TF,0,1,0,428.16899483000,427.98507611000,TF,Thurgauerstrasse Trottoir links,0,183.39000053000,481
